room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
4792901,24701232,Private room,,Jamaica Plain,2,,2,1.0,65.0,1.0,42.3155,-71.117066,2016-07-16 21:01:29.955030
12305624,57923738,Private room,,Roxbury,0,,2,1.0,75.0,1.0,42.317249,-71.095453,2016-07-16 18:33:02.554069
12419717,67175528,Private room,,Jamaica Plain,0,,1,1.0,30.0,14.0,42.315177,-71.100763,2016-07-16 17:37:22.123736
13333862,5215706,Private room,,Jamaica Plain,0,,3,1.0,75.0,2.0,42.316966,-71.104037,2016-07-16 23:27:45.146385
13619974,13458684,Private room,,Jamaica Plain,0,,2,1.0,65.0,1.0,42.322181,-71.101169,2016-07-16 18:32:55.166768
12064843,49565531,Private room,,Jamaica Plain,2,,2,1.0,63.0,3.0,42.319927,-71.103994,2016-07-16 18:25:26.251344
10634164,14340981,Private room,,Jamaica Plain,1,,2,1.0,50.0,2.0,42.320612,-71.104129,2016-07-16 20:16:16.025525
13175847,49565531,Private room,,Jamaica Plain,3,4.5,2,1.0,60.0,1.0,42.320899,-71.104026,2016-07-16 18:27:47.426637
12426823,17549950,Private room,,Jamaica Plain,0,,2,1.0,100.0,1.0,42.322198,-71.106297,2016-07-16 21:29:42.308631
11917812,62705983,Private room,,Jamaica Plain,0,,1,1.0,100.0,1.0,42.324492,-71.107751,2016-07-16 19:20:54.796354
12874603,48719428,Private room,,Jamaica Plain,10,3.5,2,1.0,70.0,1.0,42.322672,-71.100786,2016-07-16 18:23:27.337855
3371091,1922657,Private room,,Jamaica Plain,13,5.0,4,1.0,125.0,1.0,42.318743,-71.115997,2016-07-16 19:59:37.944995
9459945,18589253,Private room,,Jamaica Plain,1,,2,1.0,55.0,2.0,42.323437,-71.113975,2016-07-16 18:54:31.712704
13621476,39949128,Private room,,Jamaica Plain,1,,2,1.0,95.0,1.0,42.321358,-71.109529,2016-07-16 22:58:26.379337
13064055,15048081,Private room,,Jamaica Plain,2,,2,1.0,150.0,1.0,42.323117,-71.112699,2016-07-16 17:31:40.263377
12824498,10524003,Private room,,Jamaica Plain,2,,2,1.0,70.0,1.0,42.325121,-71.112925,2016-07-16 17:21:12.256746
